,intl_plan,number_customer_service_calls,number_vmail_messages,total_day_charge,total_day_minutes,total_eve_charge_new,total_eve_minutes,total_intl_calls,total_intl_charge_new,total_intl_minutes,total_night_charge,total_night_minutes
0,-0.3232401674851936,-0.43667564319721497,-0.5725491215445375,0.3995492951776957,0.3991719364698055,0.7514476185144776,0.7510633787526328,-0.1771595660977015,1.1789876623298052,1.1727923866203271,-0.5224163515577744,-0.5203918465999404
1,-0.3232401674851936,0.3288847410896275,1.6422839770649276,0.9245924086998332,0.9243224774507637,1.7222813961521273,1.7204725144600146,-0.5842357749619053,-1.2223081911992892,-1.217542350270358,-0.46083824368656423,-0.4610126398488988
2,-0.3232401674851936,-1.2022360274840573,-0.5725491215445375,0.5305371821270851,0.5309234856205052,1.0238398295063358,1.0240806455436915,1.0440690604949099,0.924101510279231,0.9192720357379821,1.5800361886164067,1.57965276549523
3,-0.3232401674851936,1.09444512537647,2.232906136694118,-0.3099684257981668,-0.30968851107339673,-1.066828593320066,-1.0670733471965166,-0.5842357749619053,1.0314219953531572,1.0279236146875583,2.877574890188339,2.87807808645134
4,-0.3232401674851936,-1.2022360274840573,1.7161117470185765,0.7095539609579181,0.709066425317226,-1.3136112802015791,-1.3143715961014608,0.6369928516307061,-0.3100840680709181,-0.312112525690553,-1.6132285481335007,-1.6129692508191051
5,-0.3232401674851936,1.8600055096633124,-0.5725491215445375,0.34387944322420444,0.3435022678145802,0.05999046753514362,0.060606667810028686,-0.9913119838261091,1.7826653908706387,1.7884846673345944,-0.46083824368656423,-0.4610126398488988
6,-0.3232401674851936,0.3288847410896275,1.7899395169722252,0.8110695733436953,0.8111274845184724,-2.0399905095132023,-2.0404392548863766,0.22991664276650228,0.15944305412750837,0.15871098309094528,0.2209193791732644,0.22184823778807936
7,-0.3232401674851936,-0.43667564319721497,-0.5725491215445375,0.394091466554804,0.39360496960428276,-1.4137212380874757,-1.4132908956634385,-0.1771595660977015,0.9509316315477125,0.9554892287211741,0.40125526651038046,0.39998585804120407
8,3.093674922210299,-0.43667564319721497,-0.5725491215445375,-1.2148764114735355,-1.215248454531728,-1.2926580332022055,-1.2926093501978253,-0.1771595660977015,1.9302310578472874,1.9333534392673632,0.35727090374523035,0.3564411064237738
9,-0.3232401674851936,0.3288847410896275,1.7161117470185765,-0.6898332979513976,-0.6900979135507695,0.7118692630712158,0.7114956589278418,0.22991664276650228,0.41432920617808255,0.4122313339732911,0.5420052273588614,0.5424959542437042
10,-0.3232401674851936,1.8600055096633124,-0.5725491215445375,2.380741085287218,2.3810121405958258,-0.9853437438780571,-0.9859595215556946,-0.5842357749619053,-1.0747425242226412,-1.0726735783375894,-0.034189924864607035,-0.033482351241399554
11,-0.3232401674851936,0.3288847410896275,1.7161117470185765,0.2707445396774623,0.27113169856278724,-0.17747966512442534,-0.17877803712995713,-0.9913119838261091,1.0582521166216388,1.0641408076707504,-0.9358693615501869,-0.9380256007489327
12,-0.3232401674851936,0.3288847410896275,-0.5725491215445375,0.07862897215169025,0.0781435138913395,-0.0028692734629775034,-0.002701683909636791,-0.5842357749619053,-0.5247250382187704,-0.529415683589706,1.5580440072338322,1.559859696578216
13,-0.3232401674851936,1.09444512537647,-0.5725491215445375,0.6604335033518973,0.6608193791493642,0.7817134197357951,0.7807391686212262,0.22991664276650228,-1.9467214654482898,-1.941886209934202,-0.8654943811259465,-0.8647912457559817
14,-0.3232401674851936,-0.43667564319721497,-0.5725491215445375,0.48250829024564246,0.48267643945264344,1.8247194925935104,1.8233485860044711,-0.1771595660977015,0.11919787222478576,0.12249379010775321,-3.099900009595579,-3.101408033378547
15,-0.3232401674851936,0.3288847410896275,-0.5725491215445375,0.32313969445721796,0.32309005597433055,-0.9574060812122257,-0.9582621176783412,-0.5842357749619053,-1.1820630092965672,-1.181325157287166,0.4100521390634103,0.40790308560800975
16,-0.3232401674851936,0.3288847410896275,1.2731451272966834,0.13429882410518074,0.13381318254656477,1.419623383938951,1.4177794578003626,-0.9913119838261091,0.5216496912520087,0.5208829129228674,0.3176849772565952,0.3168549685897461
17,3.093674922210299,-0.43667564319721497,-0.5725491215445375,0.7553997213902048,0.7554578158632471,-0.6966545629977966,-0.6971151668347199,-0.1771595660977015,-0.202763582996992,-0.20346094674097673,0.6915520607603721,0.6929232780130095
18,-0.3232401674851936,-0.43667564319721497,1.1993173573430345,0.49560707894058115,0.4956660288055291,-0.37537144234073283,-0.374638250262673,0.6369928516307061,-1.6515901314949935,-1.6521486660686646,-1.023838087080487,-1.0231357970920925
19,-0.3232401674851936,0.3288847410896275,-0.5725491215445375,-0.4693370215865909,-0.4692748945517091,-0.5010909243369751,-0.501254953702004,0.22991664276650228,0.5618948731547306,0.5571001059060601,-0.8874865625085214,-0.8865636215646968
20,-0.3232401674851936,-1.2022360274840573,1.8637672869258741,-0.34271539753551394,-0.3430903122665316,1.4335922152718672,1.4316281597390392,-0.1771595660977015,1.2460629655010094,1.2452267725867114,-0.9182756164441268,-0.9202118387236201
21,-0.3232401674851936,0.3288847410896275,2.897356066276958,-0.12221912117070763,-0.12226729326747172,0.0669748832016018,0.06654182578374757,-0.5842357749619053,-1.4369491613471415,-1.4348455081695115,-0.5092210427282293,-0.5104953121414334
22,-0.3232401674851936,1.09444512537647,1.8637672869258741,0.05570609193554691,0.055875646429249595,0.015755834980910696,0.0151037900115193,4.3006787314085395,0.052122569053582236,0.05005940414136907,-0.4564398074100489,-0.45507471917379444
23,-0.3232401674851936,0.3288847410896275,-0.5725491215445375,0.7292021440003266,0.7294786371574752,-1.1785792439833929,-1.1778629627059316,-0.1771595660977015,0.19968823603023034,0.194928176074138,0.10656003598387385,0.10506913117769746
24,-0.3232401674851936,0.3288847410896275,-0.5725491215445375,-2.3140830961238326,-2.313796582661507,1.743234643151501,1.742234760363649,-0.5842357749619053,0.6692153582286569,0.6657516848556363,-1.7671738178115264,-1.765375881480112
25,-0.3232401674851936,-1.2022360274840573,-0.5725491215445375,-0.9354355859815038,-0.9350444556337605,0.5838216425194872,0.5829005694972709,-0.5842357749619053,1.0984972985243606,1.100358000653943,-1.186580229311543,-1.185438962211606
26,-0.3232401674851936,-1.2022360274840573,-0.5725491215445375,-0.41585030108225685,-0.41546088151832455,1.1681844199464664,1.1665244369129397,-0.9913119838261091,1.353383450574935,1.3538783515362882,0.5859895901240114,0.5860407058611344
27,3.093674922210299,1.09444512537647,-0.5725491215445375,0.32313969445721796,0.32309005597433055,-0.2333549904560883,-0.2341728448846643,-0.1771595660977015,3.2314919393686403,3.2371723866622824,1.0742160168171797,1.0729502012196752
28,-0.3232401674851936,0.3288847410896275,-0.5725491215445375,-1.2377992916896787,-1.2375163219938181,-0.831686599215983,-0.8316454142390097,0.6369928516307061,0.09236775095630423,0.08627659712456115,-0.24971330241384332,-0.25120610932855203
29,-0.3232401674851936,1.8600055096633124,-0.5725491215445375,-0.06327457204348226,-0.06288631336856444,-1.9352242745163335,-1.9355847973506803,-0.9913119838261091,0.09236775095630423,0.08627659712456115,0.2649037419384145,0.2634136825138083
30,-0.3232401674851936,1.8600055096633124,-0.5725491215445375,1.1549127765858438,1.1544237745590282,-0.7571861654404318,-0.7584451325631459,-0.5842357749619053,-0.8869316753432707,-0.8915876134216284,-0.3244867191145987,-0.3224611574298018
31,-0.3232401674851936,-0.43667564319721497,-0.5725491215445375,-0.18007210457335499,-0.17979261754453774,-0.7618424425514041,-0.7624019045456254,-1.3983881926903128,-1.5040244645183451,-1.5072798941358958,0.20332563406720466,0.20403447576276676
32,-0.3232401674851936,-0.43667564319721497,2.0852505967868207,0.9944526150728411,0.9948373910807159,-0.4941065086705173,-0.49531979572828566,-0.1771595660977015,-0.2698388861681961,-0.2758953327073609,-0.46083824368656423,-0.46299194674060007
33,-0.3232401674851936,1.8600055096633124,-0.5725491215445375,0.925683974424412,0.9261781330726044,-1.0272502378768045,-1.0275056273717256,-0.5842357749619053,-0.7796111902693446,-0.7829360344720518,1.0918097619232394,1.0927432701366893
34,-0.3232401674851936,-1.2022360274840573,-0.5725491215445375,2.9156082903305602,2.9154409596859874,0.5302744557433098,0.5294841477338031,1.0440690604949099,2.0107214216527316,2.005787825233748,-0.9182756164441268,-0.9202118387236201
35,-0.3232401674851936,-0.43667564319721497,-0.5725491215445375,0.5305371821270851,0.5309234856205052,0.2811636303063116,0.2802075128376195,0.22991664276650228,0.9911768134504345,0.9917064217043662,0.9422629285217285,0.9403366394756827
36,3.093674922210299,-0.43667564319721497,2.380561676601416,0.7663153786359874,0.766591749594292,-0.8619524004373008,-0.861321204107603,-0.5842357749619053,0.4545743880808046,0.4484485269564832,0.43644275672250066,0.43561338209182926
37,-0.3232401674851936,-0.43667564319721497,2.6020449864623627,-0.15387452718347716,-0.15381343883876583,-0.007525550573949347,-0.008636841883355676,0.22991664276650228,-0.8198563721720665,-0.8191532274552439,0.647567697995222,0.6473992195038774
38,-0.3232401674851936,-1.2022360274840573,-0.5725491215445375,0.6222287029916584,0.6218506110907066,1.2752787934988212,1.275335666431115,1.0440690604949099,1.9302310578472874,1.9333534392673632,0.7795207862906722,0.7800127812478705
39,3.093674922210299,1.09444512537647,2.528217216508714,-0.9310693230831905,-0.9313331443900791,-0.6640606232209934,-0.6654609909748871,0.22991664276650228,1.2058177835982868,1.2090095796035194,0.8762863843740031,0.876998818941238
40,-0.3232401674851936,-0.43667564319721497,-0.5725491215445375,1.5162210314212445,1.5162766208179925,-2.3333359675044343,-2.3332403815898304,0.22991664276650228,0.15944305412750837,0.15871098309094528,-0.10456490528884749,-0.10473739934264933
41,-0.3232401674851936,-1.2022360274840573,-0.5725491215445375,-0.23901665370058034,-0.2391735974434445,0.6443532449621228,0.6442305352256968,0.22991664276650228,0.011877387150859647,0.013842211158176996,-1.7979628717471317,-1.7970447917473342
42,-0.3232401674851936,0.3288847410896275,-0.5725491215445375,1.1210742391239186,1.1210219733658928,-1.1785792439833929,-1.1778629627059316,-0.9913119838261091,-0.9271768572459926,-0.9278048064048204,-1.5780410579213804,-1.579321033660182
43,-0.3232401674851936,0.3288847410896275,-0.5725491215445375,0.9355080659456158,0.9354564111818087,0.08094371453451733,0.08039052772242422,-0.5842357749619053,-0.5649702201214923,-0.5656328765728987,-1.155791175375938,-1.1557493588360852
44,-0.3232401674851936,1.09444512537647,2.380561676601416,-1.4954088026901455,-1.4954524534296951,-1.1925480753163087,-1.1936900506358477,0.22991664276650228,1.3131382686722128,1.3176611585530962,0.414450575339926,0.4138410062831141
45,-0.3232401674851936,-0.43667564319721497,1.7161117470185765,0.5862070340805764,0.5865931542757306,0.46974285330067495,0.4681541820053771,-0.9913119838261091,1.2863081474037314,1.2814439655699041,0.5112161734232561,0.5108270439764816
46,-0.3232401674851936,1.09444512537647,-0.5725491215445375,0.21944095062228394,0.21917334115124343,2.2228311855816116,2.2210041702436207,-0.9913119838261091,-0.8601015540747892,-0.855370420438436,-1.3889082980312342,-1.3893075720568488
47,-0.3232401674851936,0.3288847410896275,0.608695197713844,-1.7028062903600127,-1.7032858830758695,-0.43124676767239617,-0.4320114440086196,-0.5842357749619053,0.4545743880808046,0.4484485269564832,0.5595989724649211,0.5603097162690163
48,-0.3232401674851936,2.6255658939501547,-0.5725491215445375,0.9726213005812766,0.9725695236186255,-0.2822459001212939,-0.2816541086744137,0.6369928516307061,0.4545743880808046,0.4484485269564832,-0.9314709252736716,-0.9320876800738284
49,-0.3232401674851936,-0.43667564319721497,-0.5725491215445375,-1.664601489999774,-1.664317115017212,-0.594216466556414,-0.5942390952902633,1.8582214782233173,-1.7589106165689194,-1.760800245018241,-1.2481583371827536,-1.2467974758543487
50,-0.3232401674851936,0.3288847410896275,1.8637672869258741,0.5436359708220246,0.5439130749733909,-1.0621723162090941,-1.0631165752140372,-0.5842357749619053,0.11919787222478576,0.12249379010775321,-1.5736426216448651,-1.5714038060933762
51,-0.3232401674851936,1.09444512537647,-0.5725491215445375,-0.027252903132400214,-0.027628856553588325,-0.6477636533325914,-0.647655517053731,-0.1771595660977015,-0.6052154020242149,-0.6018500695560909,-0.42565075347444364,-0.42538511579827365
52,-0.3232401674851936,1.8600055096633124,-0.5725491215445375,0.5534600623432285,0.5531913530825951,0.9563238113972429,0.954837135850307,-0.9913119838261091,1.5009491175515837,1.4987471234690573,-0.8259084546373113,-0.8271844148136552
53,-0.3232401674851936,-0.43667564319721497,-0.5725491215445375,-0.4267659583280395,-0.4265948152493695,-0.7478736112184882,-0.7485532026069481,-0.1771595660977015,-0.202763582996992,-0.20346094674097673,-1.7495800727054662,-1.749541426346501
54,-0.3232401674851936,1.8600055096633124,1.1254895873893858,0.2652867110545706,0.2655647316972645,-0.016838104795893035,-0.016550385848313438,1.0440690604949099,-0.05519791602034388,-0.058592174808207796,-0.2145258122017231,-0.21359927838622556
